name,level,school,ritual,casting_time,range,duration,cast_with,hue1,hue2,bright1,bright2,attack_type,saving_throw,availableWhen,onCasting,onCast,onPlayerAttacks,onPlayerHitsTarget,onDispel,die_str,ammo_count,bonus_threshold,bonus_per_level,bonus_type,bonus_max,description,higher_levels,components_material,components_somatic,components_verbal,components_materials_description,classes_0,classes_1,classes_2,classes_3,classes_4,classes_5,classes_6,tags_0,tags_1,tags_2,tags_3,tags_4,tags_5,tags_6,tags_7
Investiture of Wind,6,transmutation,FALSE,1 action,Self,"Concentration, up to 10 minutes",,,,,,,Constitution,,,,,,,2d10(bludgeoning),1,,,,,"* Ranged weapon attacks made against you have **disadvantage** on the attack roll.

* You gain a flying speed of **60 feet**. If you are still flying when the spell ends, you fall, unless you can somehow prevent it.

* You can use your action to create a **15-foot** cube of swirling wind centered on a point you can see within **60 feet** of you. Each creature in that area must make a **Constitution** saving throw. A creature takes **2d10 bludgeoning damage** on a failed save, or half as much damage on a successful one. If a **Large** or smaller creature fails the save, that creature is also **pushed** up to **10 feet** away from the center of the cube.",,FALSE,TRUE,TRUE,,druid,sorcerer,warlock,wizard,,,,druid,sorcerer,warlock,wizard,level6,,,
Invisibility,2,illusion,FALSE,1 action,Touch,"Concentration, up to 1 hour",,,,,,,,,,,,,,,1,2,1,target,,"{spell_AmmoCount_Word} {Plural(spell_AmmoCount, ""creature"", ""creatures"")} you touch {Plural(spell_AmmoCount, ""becomes"", ""become"")} **invisible** until the spell ends. Anything the target is wearing or carrying is **invisible** as long as it is on the target's person. The spell ends for a target that attacks or casts a spell.","When you cast this spell using a spell slot of 3rd level or higher, you can target one additional creature for each slot level above 2nd.",TRUE,TRUE,TRUE,an eyelash encased in gum arabic,bard,sorcerer,warlock,wizard,,,,bard,sorcerer,warlock,wizard,level2,,,
Jump,1,transmutation,FALSE,1 action,Touch,1 minute,,,,,,,,,,,,,,,1,,,,,You touch a creature. The creature's jump distance is **tripled** until the spell ends.,,TRUE,TRUE,TRUE,a grasshopper's hind leg,druid,ranger,sorcerer,wizard,,,,druid,ranger,sorcerer,wizard,level1,,,
Knock,2,transmutation,FALSE,1 action,60 feet,Instantaneous,,,,,,,,,,,,,,,1,,,,,"Choose an object that you can see within range. The object can be a door, a box, a chest, a set of manacles, a padlock, or another object that contains a mundane or magical means that prevents access.

A target that is held shut by a mundane lock or that is stuck or barred becomes unlocked, unstuck, or unbarred. If the object has multiple locks, only one of them is unlocked.

If you choose a target that is held shut with *arcane lock*, that spell is suppressed for **10 minutes**, during which time the target can be opened and shut normally.

When you cast the spell, a loud knock, audible from as far away as **300 feet**, emanates from the target object.",,FALSE,FALSE,TRUE,,sorcerer,wizard,bard,,,,,sorcerer,wizard,bard,level2,,,,
Legend Lore,5,divination,FALSE,10 minutes,Self,Instantaneous,,,,,,,,,,,,,,,1,,,,,"Name or describe a person, place, or object. The spell brings to your mind a brief summary of the significant lore about the thing you named. The lore might consist of current tales, forgotten stories, or even secret lore that has never been widely known. If the thing you named isn't of legendary importance, you gain no information. The more information you already have about the thing, the more precise and detailed the information you receive is.",,TRUE,TRUE,TRUE,"incense worth at least 250 gp, which the spell consumes, and four ivory strips worth at least 50 gp each",cleric,wizard,bard,,,,,cleric,wizard,bard,level5,,,,
Lesser Restoration,2,abjuration,FALSE,1 action,Touch,Instantaneous,,,,,,,,,,,,,,,1,,,,,"You touch a creature and can end either one disease or one condition afflicting it. The condition can be **blinded**, **deafened**, **paralyzed**, or **poisoned**.",,FALSE,TRUE,TRUE,,bard,cleric,druid,paladin,ranger,,,bard,cleric,druid,paladin,ranger,level2,,
Levitate,2,transmutation,FALSE,1 action,60 feet,"Concentration, up to 10 minutes",,,,,,,Constitution,,,,,,,,1,,,,,"One creature or object of your choice that you can see within range rises vertically, up to **20 feet**, and remains suspended there for the duration. The spell can levitate a target that weighs up to 500 pounds. An unwilling creature that succeeds on a **Constitution** saving throw is unaffected.

The target can move only by pushing or pulling against a fixed object or surface within reach (such as a wall or a ceiling), which allows it to move as if it were climbing. You can change the target's altitude by up to **20 feet** in either direction on your turn. If you are the target, you can move up or down as part of your move. Otherwise, you can use your action to move the target, which must remain within the spell's range.

When the spell ends, the target floats gently to the ground if it is still aloft.",,TRUE,TRUE,TRUE,either a small leather loop or a pieee of golden wire bent into a cup shape with a long shank on one end,sorcerer,wizard,,,,,,sorcerer,wizard,level2,,,,,
Light,cantrip,evocation,FALSE,1 action,Touch,1 hour,,,,,,,Dexterity,,,,,,,,1,,,,,"You touch one object that is no larger than **10 feet** in any dimension. Until the spell ends, the object sheds bright light in a **20-foot** radius and dim light for an additional **20 feet**. The light can be colored as you like. Completely covering the object with something opaque blocks the light. The spell ends if you cast it again or dismiss it as an action.

If you target an object held or worn by a hostile creature, that creature must succeed on a **Dexterity** saving throw to avoid the spell.",,TRUE,FALSE,TRUE,a firefly or phosphorescent moss,bard,cleric,sorcerer,wizard,,,,bard,cleric,sorcerer,wizard,cantrip,,,
Lightning Arrow,3,transmutation,FALSE,1 bonus action,Self,"Concentration, up to 1 minute",,,,,,buff,Dexterity,,,,,,,4d8(lightning),1,*,,,,"The next time you make a ranged weapon attack during the spell’s duration, the weapon’s ammunition, or the weapon itself if it’s a thrown weapon, transforms into a bolt of lightning. Make the attack roll as normal. The target takes **4d8 lightning damage** on a hit, or half as much damage on a miss, instead of the weapon’s normal damage.

Whether you hit or miss, each creature within **10 feet** of the target must make a **Dexterity** saving throw. Each of these creatures takes **2d8 lightning damage** on a failed save, or half as much damage on a successful one.

The piece of ammunition or weapon then returns to its normal form.","When you cast this spell using a spell slot of 4th level or higher, the damage for both effects of the spell increases by 1d8 for each slot level above 3rd.",FALSE,TRUE,TRUE,,ranger,,,,,,,ranger,level3,,,,,,
Lightning Bolt,3,evocation,FALSE,1 action,Self (100-foot line),Instantaneous,,,,,,,Dexterity,,,,,,,8d6(lightning),1,3,1d6,damage,,"A stroke of lightning forming a line **100 feet** long and **5 feet** wide blasts out from you in a direction you choose. Each creature in the line must make a **Dexterity** saving throw. A creature takes {spell_DieStrRaw} **lightning damage** on a failed save, or half as much damage on a successful one.

The lightning ignites flammable objects in the area that aren't being worn or carried.","When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d6 for each slot level above 3rd.",TRUE,TRUE,TRUE,"a bit of fur and a rod of amber, crystal, or glass",sorcerer,wizard,,,,,,sorcerer,wizard,level3,,,,,
Lightning Lure,cantrip,evocation,FALSE,1 action,15 feet,Instantaneous,,,,,,,Strength,,,,,,,1d8(lightning),1,c-1,0.166667d8,damage,,"You create a lash of lightning energy that strikes at one creature of your choice that you can see within range.
The target must succeed on a **Strength** saving throw or be pulled up to **10 feet** in a straight line toward you and then take {spell_DieStrRaw} **lightning damage** if it is within **5 feet** of you.","This spell's damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8).",FALSE,FALSE,TRUE,,sorcerer,wizard,warlock,,,,,sorcerer,wizard,warlock,cantrip,,,,
Locate Animals or Plants,2,divination,TRUE,1 action,Self,Instantaneous,,,,,,,,,,,,,,,1,,,,,"Describe or name a specific kind of beast or plant. Concentrating on the voice of nature in your surroundings, you learn the direction and distance to the closest creature or plant of that kind within **5 miles**, if any are present.",,TRUE,TRUE,TRUE,a bit of fur from a bloodhound,bard,druid,ranger,,,,,bard,druid,ranger,level2,,,,
Locate Creature,4,divination,FALSE,1 action,Self,"Concentration, up to 1 hour",,,,,,,,,,,,,,,1,,,,,"Describe or name a creature that is familiar to you. You sense the direction to the creature's location, as long as that creature is within **1,000 feet** of you. If the creature is moving, you know the direction of its movement.

The spell can locate a specific creature known to you, or the nearest creature of a specific kind (such as a human or a unicorn), so long as you have seen such a creature up close—-within **30 feet**-—at least once. If the creature you described or named is in a different form, such as being under the effects of a *polymorph* spell, this spell doesn’t locate the creature.

This spell can't locate a creature if running water at least **10 feet** wide blocks a direct path between you and the creature.",,TRUE,TRUE,TRUE,a bit of fur from a bloodhound,bard,cleric,druid,paladin,ranger,wizard,,bard,cleric,druid,paladin,ranger,wizard,level4,
Locate Object,2,divination,FALSE,1 action,Self,"Concentration, up to 10 minutes",,,,,,,,,,,,,,,1,,,,,"Describe or name an object that is familiar to you. You sense the direction to the object's location, as long as that object is within **1,000 feet** of you. If the object is in motion, you know the direction of its movement.

The spell can locate a specific object known to you, as long as you have seen it up close — within **30 feet** — at least once. Alternatively, the spell can locate the nearest object of a particular kind, such as a certain kind of apparel, jewelry, furniture, tool, or weapon.

This spell can't locate an object if any thickness of lead, even a thin sheet, blocks a direct path between you and the object.",,TRUE,TRUE,TRUE,a forked twig,bard,cleric,druid,paladin,ranger,wizard,,bard,cleric,druid,paladin,ranger,wizard,level2,
Longstrider,1,transmutation,FALSE,1 action,Touch,1 hour,,,,,,,,,,,,,,,1,1,1,target,,"You touch {Plural(spell_AmmoCount, """", ""up to "")}{spell_AmmoCount_word} {Plural(spell_AmmoCount, ""creature"", ""creatures"")}. The target's speed increases by **10 feet** until the spell ends.","When you cast this spell using a spell slot of 2nd level or higher, you can target one additional creature for each spell slot above 1st.",TRUE,TRUE,TRUE,a pinch of dirt,bard,druid,ranger,wizard,,,,bard,druid,ranger,wizard,level1,,,
